Ghezn,"Shortly thereafter , Daenerys hosts the captains Mero , a Braavosi also known as the Titan's Bastard , and Prendahl na Ghezn , a Ghiscari .","second_sons","season_3"
Ghis,"The cries of the crucified Great Masters reach Dany's ears atop Meereen's tallest pyramid , where the city's emblem , the golden harpy of Ghis , has been draped in the banner of House Targaryen .","oathkeeper","season_4"
Ghiscari,"Shortly thereafter , Daenerys hosts the captains Mero , a Braavosi also known as the Titan's Bastard , and Prendahl na Ghezn , a Ghiscari .","second_sons","season_3"
Ghost,"In response to Rast's comments , Jon goes to his bed that night and uses his direwolf Ghost to intimidate Rast into playing along .","cripples,_bastards_and_broken_things","season_1"
Giant,"Giant carrying mammoth bones","valar_dohaeris","season_3"
Gift,"Meanwhile , Bran Stark and his group have passed far enough north that they have left the Seven Kingdoms proper , and entered into the Gift : a stretch of land south of the Wall which was gifted to the Night's Watch thousands of years ago by Brandon the Builder , from which the Watch draws support for its material needs .","the_rains_of_castamere","season_3"
Gilly,"Samwell Tarly rescues one of Craster's wives , Gilly , from Ghost when he bothers her for food .","the_night_lands","season_2"
Gilly​,"Sam brings Gilly​ and her baby to a storage room where she can hide .","the_watchers_on_the_wall","season_4"
Glover,"Jon Umber assumes that he will lead the vanguard , and is offended by the suggestion that he would be made to march behind a Glover , threatening to withdraw from the host .","the_pointy_end","season_1"
Glovers,"Yara Greyjoy reads a letter to King Balon Greyjoy about how Glovers retook Deepwood Motte and killed all of the Ironborn who held the castle .","home","season_6"
Gods,"Since Margaery bore false witness before the Gods , she is arrested too .","unbowed,_unbent,_unbroken","season_5"
Gods Eye,"The Lannister army is now exposed , so Tywin decides to retreat to Harrenhal , the great castle on the northern shores of Gods Eye , and use it as a base of operations .","fire_and_blood","season_1"
Gods' Laws,"The High Sparrow tells her that the Gods' Laws must be applied to everyone equally .","the_gift","season_5"
Godswood,"Bran dreams that he is his direwolf Summer walking in the Godswood , and when he looks in the pool , he sees Summer's reflection not his own which wakes him .","the_north_remembers","season_2"
Gold Cloaks,"A pair of Gold Cloaks approach the party and Arya hides , believing that they have come for her .","the_night_lands","season_2"
Gold Dragons,"Eddard is stunned to learn that the crown is six million Gold Dragons in debt , half of which is to Lord Tywin Lannister .","lord_snow","season_1"
Golden Crown,"`` A Golden Crown '' is the sixth episode of the first season of Game of Thrones .","a_golden_crown","season_1"
Good Masters,"After rejecting his suggestion that she marry him instead , Daario advises her that , on the day the fighting pits are reopened , she should gather all the Great , Wise and Good Masters and kill them .","the_gift","season_5"
Good Masters of Astapor,"Tyrion Lannister along with Grey Worm , Missandei , and Varys meet with representatives of the Good Masters of Astapor , the Wise Masters of Yunkai , and the slave-trading city of Volantis ; who have arrived by sea .","book_of_the_stranger","season_6"
Grand Maester Kaeth,"Tyrion overhears this and looks vexed , but proceeds to approach Joffrey and Podrick Payne , Tyrion's squire , presents him with the Lives of Four Kings , a book detailing the reigns of four kings by Grand Maester Kaeth .","the_lion_and_the_rose","season_4"
Grand Maester Munkun,"She is enjoying reading a book by Grand Maester Munkun about the Dance of the Dragons , a major civil war in the history of the Seven Kingdoms .","the_dance_of_dragons","season_5"
Grand Maester Pycelle,"He also orders Grand Maester Pycelle to send word to Casterly Rock , demanding Lord Tywin Lannister's presence in court to explain his bannerman's actions or be branded an enemy of the crown and a traitor to the realm .","a_golden_crown","season_1"
Great,"After rejecting his suggestion that she marry him instead , Daario advises her that , on the day the fighting pits are reopened , she should gather all the Great , Wise and Good Masters and kill them .","the_gift","season_5"
Great Hall,"In the Red Keep , Sansa Stark visits the Great Hall , where the Iron Throne sits .","cripples,_bastards_and_broken_things","season_1"
Great Houses,"Having memorized the complex family trees of the Great Houses , Podrick surmises that Arya's aunt Lysa Arryn is the Hound's only remaining chance of a reward for her .","mockingbird","season_4"
Great Khal,"The high priestess retorts that she herself was the wife of a previous Great Khal , Savo .","oathbreaker","season_6"
Great Masters,"As the slaves examine the broken chains , the Great Masters look on , perhaps in fear .","breaker_of_chains","season_4"
Great Other,"Nonetheless , Melisandre does speak with Shireen , who heard the death of her uncle from her bedroom window , explaining in gentle yet matter-of-fact terms that the Faith of the Seven and its holy books are lies : Melisandre insists there are only two gods , the Lord of Light and the Great Other , constantly at war .","the_lion_and_the_rose","season_4"
Great Pit,"He promises to lead Yezzan's team to the Great Pit and win the tournament for the Queen – after that Yezzan can make a fortune selling Jorah on the black market .","hardhome","season_5"
Great Pit of Daznak,"Yezzan takes his fighters to Meereen , to test them in the lower pits and seek out those who are worthy to fight in the Great Pit of Daznak .","the_gift","season_5"
Great Pyramid,"In her new headquarters atop the Great Pyramid , Daenerys learns that Joffrey is dead and Tommen has been crwoned .","first_of_his_name","season_4"
Great Ranging,"Jon is very reluctant to answer , but after being threatened by Orell , he gives an exaggerated number , saying there are one thousand men ( this is a lie , as Castle Black only had six hundred men before the Great Ranging , and the garrison now is closer to three hundred ) .","kissed_by_fire","season_3"
Great Sept,"Joffrey excitedly relates tales of the darker chapters of the Great Sept's history , to Margaery's feigned interest and Cersei's annoyance .","and_now_his_watch_is_ended","season_3"
Great Sept of Baelor,"She sees crowds moving through the streets and is told that the Hand of the King is being brought before the Great Sept of Baelor , the center of religious worship in the city .","baelor","season_1"
Greatjon,"In response , Robb promises that , after the conflict with the Lannisters , he will oust Greatjon from his keep and hang him for breaking his oaths to House Stark ; when the enraged bannerman goes to draw a weapon , Robb's direwolf Grey Wind sets upon him , biting off two of his fingers .","the_pointy_end","season_1"
Greatjon Umber,"Smalljon mentions that his father Greatjon Umber is dead but admits that he would have killed him if the opportunity arose .","oathbreaker","season_6"
Green Fork of Trident River,"Robb's army has reached the Twins , the heavily-fortified crossing over the Green Fork of Trident River .","baelor","season_1"
Green Fork of the River Trident,"To get to Jaime , they need to cross the Green Fork of the River Trident , and the only crossing is at the Twins , held by the notoriously prickly and easily-offended Lord Walder Frey .","the_pointy_end","season_1"
Greensight,"Meera is upset that her brother died to reach him , but the Three-eyed Raven says that Jojen ( who possessed the Greensight , as Bran does ) always knew that he would die helping Bran arrive here , but that he came nonetheless .","the_children","season_4"
Gregor,"However , the friendly joust turns nasty and Gregor kills Ser Hugh `` by accident '' , with a splinter of the lance impaling his neck .","cripples,_bastards_and_broken_things","season_1"
Gregor Clegane,"Eddard strips Gregor Clegane of his knighthood , land , and titles , and sends Lord Beric Dondarrion with a retinue of one hundred knights to arrest and execute him in the king's name .","a_golden_crown","season_1"
Grenn,"No one admits to being a coward , and Grenn says that they should n't even be seen talking to him .","cripples,_bastards_and_broken_things","season_1"
Grey Wind,"In response , Robb promises that , after the conflict with the Lannisters , he will oust Greatjon from his keep and hang him for breaking his oaths to House Stark ; when the enraged bannerman goes to draw a weapon , Robb's direwolf Grey Wind sets upon him , biting off two of his fingers .","the_pointy_end","season_1"
Grey Worm,"She asks him to remove his helmet and tell her his name , and he introduces himself as `` Grey Worm '' .","kissed_by_fire","season_3"
Greyguard,"Finally , Lord Commander Snow assigns Janos Slynt with the task of restoring and manning the abandoned castle Greyguard .","high_sparrow","season_5"
Greyjoy,"Robb shows Talisa a war map of the Seven Kingdoms - depicting Robb's armies concentrated around Riverrun and Harrenhal , Lannister and Tyrell armies overrunning the Stormlands , Lannister/Tyrell armies concentrated in King's Landing , and Greyjoy forces occupying the western coasts of the North .","kissed_by_fire","season_3"
Greyjoy Rebellion,"He and Jory reminisce about the Greyjoy Rebellion , in which they both fought for King Robert's forces to put down an attempt by Balon Greyjoy ( Theon's father ) to secede the Iron Islands from the rest of the realm .","cripples,_bastards_and_broken_things","season_1"
Greyjoys,"Theon implores his father to reconsider , claiming that if the Greyjoys attack the North , they face the possibility of total destruction if they lose , but if they ally with the Starks and win , Balon will be crowned King of the Iron Islands and House Greyjoy will be awarded Casterly Rock and essentially the source of the Lannisters' wealth along with it , but Balon rebuffs Theon and chastises him for becoming loyal to the Starks .","what_is_dead_may_never_die","season_2"
Greyscale,"She is a cheerful but sickly young girl ( about the same age as Arya Stark ) , with the left side of her face badly scarred and disfigured by the dreaded Greyscale disease .","kissed_by_fire","season_3"
Growing Strong,"None","and_now_his_watch_is_ended","season_3"
HBO,"It first aired on 29 May 2011 , but some HBO subscribers were able to see it a week early on the HBO Go digital platform .","you_win_or_you_die","season_1"
HBO Go,"It first aired on 29 May 2011 , but some HBO subscribers were able to see it a week early on the HBO Go digital platform .","you_win_or_you_die","season_1"
Half-brother,"`` Half-brother , '' Baelish clarifies as he walks away , reminding her that Jon is only her half brother .","the_door","season_6"
Halfhand,"Slynt dismisses Jon as `` the bastard son of a traitor '' while Thorne , a friend of Qhorin's , reacts with incredulity that Jon would presume to act like he knew the Halfhand .","two_swords","season_4"
Hall of Faces,"Arya in the Hall of Faces .","unbowed,_unbent,_unbroken","season_5"
Hallyne,"Tyrion orders Hallyne to answer to him instead of Cersei .","the_ghost_of_harrenhal","season_2"
Hand,"He also gives Eddard some interesting intelligence : Jon Arryn's former squire has been knighted and will fight in the forthcoming Hand's tourney .","cripples,_bastards_and_broken_things","season_1"
Hand of the King,"She sees crowds moving through the streets and is told that the Hand of the King is being brought before the Great Sept of Baelor , the center of religious worship in the city .","baelor","season_1"
Hand of the King Tyrion Lannister,"Hand of the King Tyrion Lannister brings news of Renly's death to his sister , Queen Regent Cersei Lannister .","the_ghost_of_harrenhal","season_2"
Hands,"Jaime recalls Aerys burned lords he did n't like , Hands who failed him , and anyone he thought was against him .","kissed_by_fire","season_3"
Harald Karstark,"At Winterfell , Ramsay and Roose discuss plans with Harald Karstark regarding what to do about Sansa .","home","season_6"
Hardhome,"`` Hardhome '' is the eighth episode of the fifth season of Game of Thrones .","hardhome","season_5"
Harpy,"She hands the leash to Kraznys , and in return he gives her a cat-o-nine-tails with a hilt shaped like a Harpy , signifying ownership of the Unsullied .","and_now_his_watch_is_ended","season_3"
Harpy's Son,"Back at the Great Pyramid , Daenerys and her council debate executing this Harpy's Son , but the debate devolves into a shouting match between Mossador and Hizdahr zo Loraq .","the_house_of_black_and_white","season_5"
Harrenhal,"The Lannister army is now exposed , so Tywin decides to retreat to Harrenhal , the great castle on the northern shores of Gods Eye , and use it as a base of operations .","fire_and_blood","season_1"
Haunted Forest,"Mormont means to lead the Night's Watch in force into the Haunted Forest to learn more of their foe , to prepare to battle against them , and to find the missing Benjen Stark .","fire_and_blood","season_1"
Heward,"There is a brief engagement in which Eddard's two guards , Heward and Wyl , are killed by Lannister spearmen .","the_wolf_and_the_lion","season_1"
High Hall of the Eyrie,"In the High Hall of the Eyrie , Lady Lysa Arryn holds court on behalf of her young son , Robin .","the_wolf_and_the_lion","season_1"
High Priestess of the Dosh Khaleen,"Meanwhile , the High Priestess of the Dosh Khaleen gives Daenerys a commentary on the other crones .","book_of_the_stranger","season_6"
High Priestess of the Red Temple of Volantis,"To that end , Tyrion invites Kinvara , High Priestess of the Red Temple of Volantis , to negotiate spreading the word of Daenerys's accomplishments .","the_door","season_6"
High Red Priestess,"Kinvara , the High Red Priestess .","the_door","season_6"
High Septon,"The new High Septon begins the ceremony .","second_sons","season_3"
High Septon of the Faith of the Seven,"Cersei then meets with the High Sparrow , who by her influence , has been elected as the new High Septon of the Faith of the Seven .","sons_of_the_harpy","season_5"
High Sparrow,"`` High Sparrow '' is the third episode of the fifth season of Game of Thrones .","high_sparrow","season_5"
High Valyrian,"She speaks to Thoros in High Valyrian , demanding to know what became of his mission to convert Robert Baratheon to the worship of the Lord of Light .","the_climb","season_3"
Highgarden,"Renly's army disintegrates , with the forces of House Tyrell fleeing to Highgarden and the rest of his bannermen joining his brother King Stannis Baratheon .","the_ghost_of_harrenhal","season_2"
Hill,"Arriving at the inner gate , Hill cowers when faced by the giant charging at them , but Grenn bolsters his and the others courage by reciting the Night's Watch oath .","the_watchers_on_the_wall","season_4"
Hizdahr zo Loraq,"None","mockingbird","season_4"
Hobb,"Hobb takes up his butcher's knife to defend the dining hall .","the_watchers_on_the_wall","season_4"
Hodor,"He wakes up to find that Hodor has brought the finished saddle designed by Tyrion .","a_golden_crown","season_1"
Hollow Hill,"Elsewhere in the Riverlands , Arya Stark and Gendry are kept hooded as Thoros of Myr and his men lead them into a cave , Hollow Hill , which serves as the secret hideout of the Brotherhood Without Banners .","and_now_his_watch_is_ended","season_3"
Home,"`` Home '' is the second episode of the sixth season of Game of Thrones .","home","season_6"
Horn Hill,"Unwilling to abandon Gilly and Sam to the streets , Samwell decides to take them to his ancestral home of Horn Hill .","oathbreaker","season_6"
Hoster,"King Robb Stark has arrived with the main force of the Northern army , and he helps launch his maternal grandfather's funeral boat , along with Hoster's younger brother Brynden `` The Blackfish '' Tully .","walk_of_punishment","season_3"
Hoster Tully,"Ravens bring dark news to the King in the North at Harrenhal ; his brothers are still missing and Hoster Tully has died .","dark_wings,_dark_words","season_3"
Hot Pie,"Also in the group are Hot Pie , Lommy Greenhands , and Gendry , who unknown to him , is King Robert's bastard son .","fire_and_blood","season_1"
Hotah,"Hotah and the Prince exchange a look as she departs , the former meaningfully indicating his axe , but Doran shakes his head and returns his attention to the Water Gardens as he contemplates his next move .","the_house_of_black_and_white","season_5"
Hound,"Ser Gregor Clegane , the elder brother of Sandor Clegane , the Hound , takes the field .","cripples,_bastards_and_broken_things","season_1"
House,"He realizes that it's Ser Gregor Clegane , `` The Mountain '' , who is likely under Lannister orders to punish the Riverlands - which are held by House Tully , the former House of his wife Catelyn , who now holds Tyrion captive .","a_golden_crown","season_1"
House Arryn,"At first he orders them to be killed , but Tyrion does some fast-talking and convinces the hill tribes that House Lannister is an enemy of the House Arryn and its rulers .","the_pointy_end","season_1"
House Baelish,"Sansa Stark receives a message bearing the sigil of House Baelish , asking her to a meeting in Mole's Town .","the_door","season_6"
House Baratheon,"Consulting the book's entry on House Baratheon , Lord Eddard finds that every time a Baratheon has married , the children have had black hair…right up to Cersei and Robert's children , who are all blond .","a_golden_crown","season_1"
House Baratheon of Dragonstone,"Columns of heavy horse carrying hundreds of mounted cavalry charge into the wildling camp carrying the flaming stag banners of House Baratheon of Dragonstone , and are led by none other than Stannis Baratheon and Davos Seaworth .","the_children","season_4"
House Bolton,"Just then , riders from House Bolton arrive led by a man named Locke .","dark_wings,_dark_words","season_3"
House Clegane,"Sandor says that they ca n't kill him for the crime of being born into House Clegane and being related to Gregor .","and_now_his_watch_is_ended","season_3"
House Florent,"With little else to do , Stannis takes the time to visit his wife , Queen Selyse ( who was born into House Florent ) , for the first time since returning from the battle .","kissed_by_fire","season_3"
House Frey,"Though held by House Frey , bannermen to Catelyn Stark's father , Lord Walder Frey has not yet taken up arms .","baelor","season_1"
House Greyjoy,"At Winterfell , Maester Luwin frantically sends off a messenger raven just as a band of raiders from House Greyjoy , led by Theon Greyjoy , take over the undefended castle .","the_old_gods_and_the_new","season_2"
House Karstark,"Karstark points out that not only are both of their Houses descended from the First Men , but the Starks and Karstarks are kin ( as House Karstark is a cadet branch of House Stark , founded centuries ago by younger son Karlon Stark ) .","kissed_by_fire","season_3"
House Lannister,"He tells Lord Eddard to end the animosity between House Stark and House Lannister , as strife between these two powerful houses could lead them into war .","a_golden_crown","season_1"
House Martell,"As per Tyrion's plans , Myrcella will stay in Dorne with House Martell until she comes of age to fulfill the marriage alliance to their youngest son , Trystane Martell .","the_old_gods_and_the_new","season_2"
House Martell of Dorne,"Tyrion insists on pursuing the exposed plan to marry Myrcella into House Martell of Dorne over Cersei's protests .","what_is_dead_may_never_die","season_2"
House Mormont,"The second is a selection of books containing stories and songs from the Seven Kingdoms , given by Ser Jorah Mormont , an exiled knight of House Mormont .","winter_is_coming","season_1"
House Reed,"House Reed are loyal bannermen of House Stark , and they have been searching for Bran and Rickon so that they can protect them .","dark_wings,_dark_words","season_3"
House Reyne of Castamere,"Prior to the wedding , Margaery Tyrell tries to ingratiate herself to Cersei , commenting they will technically be sisters soon ; Cersei responds by telling Margaery the story behind the `` Rains of Castamere , '' relating how it refers to the destruction of House Reyne of Castamere after their failed rebellion against House Lannister ( inferring similarities between the ambitions and position of Houses Reyne and Tyrell and that the same fate may fall upon House Tyrell if they plot against the Lannisters ) and concludes by threatening to have Margaery strangled in her sleep if she ever dares call Cersei sister again .","second_sons","season_3"
House Stark,"He tells Lord Eddard to end the animosity between House Stark and House Lannister , as strife between these two powerful houses could lead them into war .","a_golden_crown","season_1"
House Targaryen,"Eddard reminds him that House Targaryen was destroyed , but Robert replies : `` not all of them . ''","winter_is_coming","season_1"
House Tarth,"While Brienne is a noblewoman and worth a ransom , Tarth is called `` the Sapphire Isle '' due to the color of the seas around it , not because there are any actual sapphires , and House Tarth is not particularly rich .","and_now_his_watch_is_ended","season_3"
House Tully,"He realizes that it's Ser Gregor Clegane , `` The Mountain '' , who is likely under Lannister orders to punish the Riverlands - which are held by House Tully , the former House of his wife Catelyn , who now holds Tyrion captive .","a_golden_crown","season_1"
House Tyrell,"The forces of Tywin Lannister and , it is revealed , his new allies in House Tyrell join the battle .","blackwater","season_2"
House Tyrell of the Reach,"However , House Tyrell of the Reach has retreated its large army back to their capital at Highgarden , and has not joined Stannis .","the_old_gods_and_the_new","season_2"
House Umber,"That night Bran asks Osha to take Rickon ( who would be heir to Winterfell if anything were to happen to Bran or Robb ) to Last Hearth , the home of House Umber , while he , Meera and Jojen head through the Wall in search of the Three-eyed raven .","the_rains_of_castamere","season_3"
House of Black,"Arya is accosted by The Waif In Braavos , Arya Stark has been put to work cleaning the main sanctuary of the House of Black and White .","high_sparrow","season_5"
House of Black and White,"None","high_sparrow","season_5"
House of the Undying,"Pyat Pree urges Daenerys to find her dragons at the House of the Undying as the three flee .","a_man_without_honor","season_2"
Houses,"Baelish discusses the assassination of Renly Baratheon , and the subsequent rallying of the noble Houses from the Stormlands under the banner of his older brother Stannis Baratheon .","the_old_gods_and_the_new","season_2"
Houses Lannister,"Littlefinger is awarded Harrenhal for brokering the alliance between Houses Lannister and Tyrell .","valar_morghulis","season_2"
Houses Reyne,"Prior to the wedding , Margaery Tyrell tries to ingratiate herself to Cersei , commenting they will technically be sisters soon ; Cersei responds by telling Margaery the story behind the `` Rains of Castamere , '' relating how it refers to the destruction of House Reyne of Castamere after their failed rebellion against House Lannister ( inferring similarities between the ambitions and position of Houses Reyne and Tyrell and that the same fate may fall upon House Tyrell if they plot against the Lannisters ) and concludes by threatening to have Margaery strangled in her sleep if she ever dares call Cersei sister again .","second_sons","season_3"
Houses Targaryen,"He notes that Houses Targaryen and Stark are effectively dead due to the combined actions of their `` two terrible fathers . ''","hardhome","season_5"
Howland,"Bran says that Howland was a great friend of his father Eddard's who fought alongside him during Robert's Rebellion .","dark_wings,_dark_words","season_3"
Howland Reed,"The three-eyed raven identified one of Ned's companions as Howland Reed , Meera's father .","oathbreaker","season_6"
Ice,"Ser Ilyn draws Eddard's own sword , Ice , and cuts his head off with a single blow .","baelor","season_1"
Ice Cells,"Thorne , plus Olly and the officers who mutinied alongside him , are led away to the Ice Cells .","home","season_6"
Iggo,"Within the city itself , Jorah and Daario run afoul of Akho and Iggo who see through Jorah's claims to be a wine merchant .","book_of_the_stranger","season_6"
Illyrio,"Despite Illyrio's claim that they are now only stone , she ponders if they might be hatched by extreme heat , and places an egg on a brazier .","a_golden_crown","season_1"
Illyrio Mopatis,"Varys tells Tyrion that he and Illyrio Mopatis had worked together in secret to restore House Targaryen to the rule of Westeros , but that their errors have left them in Pentos , unable to return to King's Landing .","the_wars_to_come","season_5"
Ilyn Payne,"Joffrey commands Ilyn Payne to cut out the tongue instead .","fire_and_blood","season_1"
Imp,"Despite their blood relationship Lancel clearly holds Tyrion in contempt and openly calls him `` Imp . ''","garden_of_bones","season_2"
Iron Bank,"Tyrion warns Bronn that when debtors to the Iron Bank can not repay their loans , the Iron Bank will first refuse to give out new loans , and ultimately support rebellions against them .","walk_of_punishment","season_3"
Iron Bank of Braavos,"In particular , much of their debt is owed to the Iron Bank of Braavos , the largest bank in the Free Cities .","walk_of_punishment","season_3"
Iron Fleet,"Knowing that Euron will kill them as soon as he is able , Yara , Theon , and many of their loyalists flee the Iron Islands during Euron's coronation , taking much of the Iron Fleet with them .","the_door","season_6"
Iron Islands,"He and Jory reminisce about the Greyjoy Rebellion , in which they both fought for King Robert's forces to put down an attempt by Balon Greyjoy ( Theon's father ) to secede the Iron Islands from the rest of the realm .","cripples,_bastards_and_broken_things","season_1"
Iron Throne,"He says that Joffrey is the true King on the Iron Throne , pleasing him .","baelor","season_1"
Iron throne,"None","breaker_of_chains","season_4"
Ironborn,"They could overcome the small Ironborn invasion force .","the_old_gods_and_the_new","season_2"
Irri,"She is removing the egg from the brazier , when Irri comes in and thinks she will scald herself .","a_golden_crown","season_1"
Jack Bender,"Weiss , and directed by Jack Bender .","the_door","season_6"
Jafer Flowers,"The two corpses are identified as members of Benjen Stark's missing ranging party , Jafer Flowers and Othor .","the_pointy_end","season_1"
Jaime,"Cersei is furious with Eddard's acts in having her brother Tyrion arrested and attacking Jaime in the street .","a_golden_crown","season_1"
Jaime Lannister,"Lord Eddard Stark wakes up after a long period of unconsciousness , due to the injuries inflicted on him by Jaime Lannister's men .","a_golden_crown","season_1"
Jaime's Dornish,"Jaime tries to convince Myrcella to come with him , but Trystane interferes , suspicious of the bloodstains on Bronn and Jaime's Dornish robes .","unbowed,_unbent,_unbroken","season_5"
Jamie,"Jamie begins to come clean to Myrcella , awkwardly telling her that we can not choose who we love .","mother's_mercy","season_5"
Jane Espenson,"It was written by Jane Espenson , David Benioff & D.B .","a_golden_crown","season_1"
Janos,"Janos freely admits his involvement but will not reveal who ordered the attack .","the_night_lands","season_2"
Janos Slynt,"He tells Littlefinger that money will have to be found to strengthen the city guards , as well as giving twenty of his own men to Janos Slynt's command , until the tournament is over .","cripples,_bastards_and_broken_things","season_1"
Jaqen,"Jaqen says that because she saved his life , and those of his two fellow prisoners , he owes her three deaths and offers to kill three people of her choosing .","the_ghost_of_harrenhal","season_2"
Jaqen H'ghar,"Tywin is convinced that it was an assassination attempt on himself , unaware that Jaqen H'ghar actually killed Lorch on the request of Arya Stark .","a_man_without_honor","season_2"
Jaqen H’ghar,"Jaqen H’ghar explains that the Faceless Men were slaves in Valyria before establishing the Free City of Braavos and the House of Black & White .","the_door","season_6"
Jeor,"Watching over the new recruits with Lord Commander Jeor Mormont , Tyrion notes Thorne's stern and unusual ways , but Jeor does n't care as he only requires Thorne to turn the `` thieves and runaways '' into men of the Night's Watch .","lord_snow","season_1"
Jeor Mormont,"Jeor Mormont gives his sword Longclaw to Jon Snow .","baelor","season_1"
Jeremy Podeswa,"It was written by Bryan Cogman and directed by Jeremy Podeswa .","kill_the_boy","season_5"
Jhiqui,"Dany's Dothraki handmaidens Irri and Jhiqui dismiss the story , saying that the moon is a goddess , wife to the sun .","the_kingsroad","season_1"
Joanna,"When Tyrion asks why his father is doing this , Tywin is shocked as if Tyrion insulted him , and says it should be obvious as Tyrion `` killed '' his mother Joanna in childbirth so that he might enter the world .","valar_dohaeris","season_3"
Joffrey,"Sansa is unaware that the Queen put Joffrey up to the apology some time ago .","a_golden_crown","season_1"
Joffrey Baratheon,"As part of the magical ritual that follows , Stannis throws the leeches into the flames at Melisandre's direction , and recites the names of three people he wants dead as they burn : `` The usurper Robb Stark , the usurper Balon Greyjoy , the usurper Joffrey Baratheon . ''","second_sons","season_3"
Jojen,"Jojen advises Bran that he must follow the raven , and when he is confused , Jojen points out that he must follow it by climbing a tree .","and_now_his_watch_is_ended","season_3"
Jojen Reed,"In the North , Bran Stark is having a shared greensight dream with Jojen Reed .","and_now_his_watch_is_ended","season_3"
Jon,"None","a_golden_crown","season_1"
Jon Arryn,"Eddard discovers the secret Jon Arryn died for .","a_golden_crown","season_1"
Jon Sn,"Jon continues to kiss down her body as she insists that he has no experience and therefore `` You know nothing , Jon Sn -- '' but stops mid-word as Jon starts performing oral sex on her .","kissed_by_fire","season_3"
Jon Snow,"Jeor Mormont gives his sword Longclaw to Jon Snow .","baelor","season_1"
Jon Stark,"Realizing this is true , Stannis makes Jon an enticing offer : if he leaves the Night's Watch , Stannis will use his authority as king to officially legitimize him as Jon Stark , Lord of Winterfell , so he can rally the North to Stannis's side and resume the fight against the Boltons , Freys , and Lannisters .","the_house_of_black_and_white","season_5"
Jon Umber,"Jon Umber becomes irritated and questions why the northerners should be told what to do by rulers in the south at all , reminding them that the North was once independent of the other Kingdoms before the Targaryens threatened them with their dragons .","fire_and_blood","season_1"
Jon.​,"Bran reluctantly leaves despite being so close to Jon.​","first_of_his_name","season_4"
Jon’s,"Jon’s warnings about the Wall’s vulnerability fall on deaf ears .","mockingbird","season_4"
Jorah,"Viserys is later discovered in Daenerys' tent by Ser Jorah Mormont , trying to steal Dany's dragon eggs , but Jorah wo n't let him .","a_golden_crown","season_1"
Jorah Mormont,"Jorah Mormont prevents Viserys from stealing Dany's eggs .","a_golden_crown","season_1"
Jory,"Arya has another `` dancing '' lesson with Syrio Forel , but is n't in the mood due to Jory's death .","a_golden_crown","season_1"
Jory Cassel,"Eddard sends Jory Cassel to question Jon Arryn's former squire , Ser Hugh of the Vale .","cripples,_bastards_and_broken_things","season_1"
Joyeuse,"Catelyn sees an opportunity and limps out from under the table to seize out from under Walder's table his cowering young wife , Joyeuse .","the_rains_of_castamere","season_3"
June,"It first aired on June 12 , 2011 .","baelor","season_1"
Karhold,"He gives the impression that Theon guessed right when Theon says he is the younger brother of Torrhen Karstark , Rickard Karstark's son , and that they are in Karhold .","the_climb","season_3"
Karl,"... when Karl , firmly staring directly at Craster , challenges him and calls him a `` daughter-fucking , wildling bastard , '' Craster lunges forward at Karl in a blind rage , but he is drunk and clumsy : without flinching , Karl holds off Craster's axe with his left hand , while using his right hand to ram a dagger through the old man's throat , which goes up into the roof of his mouth .","and_now_his_watch_is_ended","season_3"
Karl Tanner,"Another young Night's Watch man , Karl Tanner , comes in to complain that Craster is feeding them nothing but bread cut with sawdust , and he wants to know where Craster keeps his hidden larder .","and_now_his_watch_is_ended","season_3"
Karlon Stark,"Karstark points out that not only are both of their Houses descended from the First Men , but the Starks and Karstarks are kin ( as House Karstark is a cadet branch of House Stark , founded centuries ago by younger son Karlon Stark ) .","kissed_by_fire","season_3"
Karsi,"Some leaders are convinced , such as Karsi and the giant Wun Wun , but others like the Thenn warrior Loboda begin to leave .","hardhome","season_5"
Karstark,"Karstark maintains that unless Edmure has been breeding soldiers like rabbits , it will make no difference : with their new Tyrell allies , the Lannisters now outnumber them over two to one .","dark_wings,_dark_words","season_3"
Karstarks,"Catelyn says they should keep Lord Rickard hostage , and Edmure agrees , saying that they can just keep him hostage and tell the other Karstarks that no harm will come to him so long as they remain loyal .","kissed_by_fire","season_3"
Kayla,"Tyrion and Bronn then lead Pod into another room of the brothel , where Tyrion says that he wants to reward him for saving his life during the Battle of the Blackwater : he has paid for Podrick ( who has never had sex with a woman ) to enjoy the services of not one , but three prostitutes : Marei , Genna , and a contortionist named Kayla ( one of only four women in the world who can properly perform a `` Meereenese Knot '' ) .","walk_of_punishment","season_3"
Keep,"Craster mocks the survivors of the Battle of the Fist of the First Men when they reach his Keep .","walk_of_punishment","season_3"
Kevan,"Joffrey thinks there will be trouble with the Starks , and promises that when he is king , he will double their taxes , force them to contribute to a standing army and , should they object , crush them and install someone loyal , such as his great-uncle Kevan , as Warden of the North .","lord_snow","season_1"
Kevan Lannister,"Qyburn tells her that Grand Maester Pycelle has summoned Kevan Lannister to serve as Hand of the King .","hardhome","season_5"
Khal,"She tells a thunderstruck Viserys that she is the Khal's wife , and is carrying his child ( and by implication , Viserys is nothing to the Dothraki ) , and warns that if he raises a hand against her again , he will lose his hands .","cripples,_bastards_and_broken_things","season_1"
Khal Drogo,"Khal Drogo gives Viserys a golden crown .","a_golden_crown","season_1"
